"PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"204364_s_at","REEP1","receptor accessory protein 1",-1.56957165489601,7.70757159755084,-7.59782898990341,5.1929422703416e-13,5.38040778152221e-12,18.7000985782336
"204365_s_at","REEP1","receptor accessory protein 1",-1.38265204600156,7.65522860501642,-8.6146633766787,6.39970322940986e-16,1.00633814802411e-14,25.2968499453762
"204378_at","BCAS1","brain enriched myelin associated protein 1",-1.83506570599193,6.86089589912988,-20.6487950977013,4.01663022969196e-57,3.54208480336142e-54,119.381753716228
"204388_s_at","MAOA","monoamine oxidase A",-1.40698068302048,7.26476870050622,-5.76407917016696,2.27623825039512e-08,1.16758913913456e-07,8.24214185435515
"204508_s_at","CA12","carbonic anhydrase 12",-1.98486673519322,7.98474720784736,-10.1364884970866,1.27679196483052e-20,3.57442911813151e-19,35.9890946076992
"204540_at","EEF1A2","eukaryotic translation elongation factor 1 alpha 2",-1.36631749914548,7.50726942924165,-16.6758365052184,3.4596073951077e-43,8.9646461766594e-41,87.5330676099921
"204567_s_at","ABCG1","ATP binding cassette subfamily G member 1",-1.21944401443647,8.86180545561771,-8.42073119143661,2.38181945764787e-15,3.46253599699276e-14,24.0010260921165
"204591_at","CHL1","cell adhesion molecule L1 like",-1.02656652880231,6.67105624678472,-5.20914584618492,3.81396604128092e-07,1.59206438621953e-06,5.50922884297834
"204607_at","HMGCS2","3-hydroxy-3-methylglutaryl-CoA synthase 2",-1.0337517541958,7.62989958167048,-4.57772544120794,7.23224467277577e-06,2.42204445353433e-05,2.67674200201087
"204623_at","TFF3","trefoil factor 3",-1.96669225935201,8.33323777762979,-8.07394259504007,2.39542165558977e-14,3.01426188767251e-13,21.7268272503655
"204635_at","RPS6KA5","ribosomal protein S6 kinase A5",-1.04453538950253,7.69725771441901,-10.595743837822,4.1848142098326e-22,1.36926820420465e-20,39.3719722753639
"204667_at","FOXA1","forkhead box A1",-1.50849444501588,8.60864984264851,-6.45343953158538,5.17430404424697e-10,3.43456444845457e-09,11.9311315607359
"204686_at","IRS1","insulin receptor substrate 1",-1.00693538360803,9.81930353523608,-7.022152549282,1.83414756947551e-11,1.50280261293381e-10,15.2005532305927
"204719_at","ABCA8","ATP binding cassette subfamily A member 8",-1.41744496460209,6.95470530696387,-4.41777149300019,1.45436422467579e-05,4.60890071200074e-05,2.00841092823539
"204798_at","MYB","MYB proto-oncogene, transcription factor",-1.50098272171074,9.86255242444653,-6.68000129284096,1.39916394110127e-10,1.01176151937194e-09,13.2101603642709
"204863_s_at","IL6ST","interleukin 6 cytokine family signal transducer",-1.39326130261542,8.57445347247349,-7.479502239187,1.0960222129937e-12,1.07798191213223e-11,17.9660017885557
"204873_at","PEX1","peroxisomal biogenesis factor 1",-1.00315694400205,6.73848111849225,-13.3197218369646,2.45959909697725e-31,2.12782564283593e-29,60.4426114572171
"204942_s_at","ALDH3B2","aldehyde dehydrogenase 3 family member B2",-1.42319946552449,8.34023279824541,-6.1114615600864,3.51122128716557e-09,2.05541781451582e-08,10.0619505642754
"205009_at","TFF1","trefoil factor 1",-2.64274244261968,8.79197044051532,-9.17490760643346,1.31587768824478e-17,2.57777185971993e-16,29.1305982754864
"205074_at","SLC22A5","solute carrier family 22 member 5",-1.08614709604425,7.90178296556309,-10.9098462975353,3.90589386016267e-23,1.42750499200798e-21,41.7203356673679
"205158_at","RNASE4","ribonuclease A family member 4",-1.08945198833552,7.79086589526913,-7.09530430269236,1.17770642523535e-11,9.92464531438696e-11,15.6349891903422
"205160_at","PEX11A","peroxisomal biogenesis factor 11 alpha",-1.1891125635018,9.25251598828124,-10.5064718812246,8.17133669027694e-22,2.58695908246029e-20,38.7095185472639
"205206_at","ANOS1","anosmin 1",-1.49597846538598,8.95961676074189,-9.27321986267699,6.57153139663332e-18,1.33667588954958e-16,29.8164175994823
"205221_at","HGD","homogentisate 1,2-dioxygenase",-1.20952322185511,7.11764236846051,-10.3271712902928,3.11191283960183e-21,9.29850971095377e-20,37.3859929985018
"205225_at","ESR1","estrogen receptor 1",-3.5353082968931,9.36284963586202,-11.3675854968839,1.1791470092457e-24,5.00542412503948e-23,45.1879235929996
"205239_at","AREG","amphiregulin",-1.87920095706664,7.66818947827559,-7.20913641735135,5.87623467482033e-12,5.18616837523489e-11,16.3170797904425
"205355_at","ACADSB","acyl-CoA dehydrogenase short/branched chain",-2.18892687596459,6.9185531475579,-16.9004877142602,5.52514194939414e-44,1.52569260648043e-41,89.3544003284888
"205357_s_at","AGTR1","angiotensin II receptor type 1",-2.43189621801267,7.14531689328629,-9.00712956723744,4.26704077702297e-17,7.84994799743374e-16,27.9689616482485
"205364_at","ACOX2","acyl-CoA oxidase 2",-1.91924985543688,7.39428183705749,-13.8655230415682,3.035197615841e-33,3.25391038521778e-31,64.8039561315307
"205376_at","INPP4B","inositol polyphosphate-4-phosphatase type II B",-1.52040503258043,7.81379940536415,-8.83442371552581,1.41583759428362e-16,2.42136129081817e-15,26.7851125414909
"205380_at","PDZK1","PDZ domain containing 1",-1.79185045258923,6.02264434617285,-7.15085665126055,8.39595589644063e-12,7.23481305969884e-11,15.9669473694013
"205381_at","LRRC17","leucine rich repeat containing 17",-1.89742640061834,7.6719672477334,-9.43105888546866,2.139310302813e-18,4.58693297279612e-17,30.925202740229
"205440_s_at","NPY1R","neuropeptide Y receptor Y1",-1.32704072970437,6.37291399296943,-5.43425035949279,1.24697419459783e-07,5.6588906116896e-07,6.59125477118772
"205453_at","HOXB2","homeobox B2",-1.44562691877733,9.08021144431848,-10.2791047676526,4.44651037836672e-21,1.30565496743931e-19,37.0328150754609
"205472_s_at","DACH1","dachshund family transcription factor 1",-1.67973384246223,5.53632821139833,-10.355331774669,2.52397997323457e-21,7.62844693402986e-20,37.593231644378
"205498_at","GHR","growth hormone receptor",-1.32844536991911,8.17706495343565,-5.08727713530117,6.88300801204946e-07,2.74933126138811e-06,4.93897161417091
"205509_at","CPB1","carboxypeptidase B1",-2.3074174598534,6.1900627792551,-7.82271466214945,1.23131957622034e-13,1.39528285657714e-12,20.1154586566965
"205597_at","SLC44A4","solute carrier family 44 member 4",-2.22969173197766,6.60423385281234,-12.6080458210598,7.19624361771003e-29,4.79238270156268e-27,54.8088895512562
"205624_at","CPA3","carboxypeptidase A3",-1.32058539180585,7.80246232057483,-5.32279095759855,2.17859561928758e-07,9.51395491090642e-07,6.05088303667409
"205696_s_at","GFRA1","GDNF family receptor alpha 1",-1.95288935360355,5.8276894032738,-11.0259704729638,1.61490036266706e-23,6.16152668030856e-22,42.5951357093733
"205710_at","LRP2","LDL receptor related protein 2",-1.01049309225591,7.09278186719959,-7.04507407519917,1.59693425297829e-11,1.31851978679535e-10,15.3363496495451
"205769_at","SLC27A2","solute carrier family 27 member 2",-1.67289268240623,7.40358731635237,-9.83038113927135,1.20247961078267e-19,2.99660769004295e-18,33.7708483229554
"205776_at","FMO5","flavin containing dimethylaniline monoxygenase 5",-1.283967101844,7.02257112656808,-7.39681222932149,1.83929248126404e-12,1.74771144270267e-11,17.4574438798347
"205830_at","CLGN","calmegin",-1.58192832338325,6.92018720622289,-7.28277297601607,3.73378681335102e-12,3.3978827233683e-11,16.7621927325736
"205862_at","GREB1","growth regulating estrogen receptor binding 1",-2.86269219535013,6.26140570554458,-13.1075684636353,1.34591120591196e-30,1.07584349683094e-28,58.7562049357769
"205898_at","CX3CR1","C-X3-C motif chemokine receptor 1",-1.37754082023182,8.49566155592028,-6.34139852673371,9.76716989063746e-10,6.23345411194821e-09,11.3104703426337
"205908_s_at","OMD","osteomodulin",-1.18920006935384,6.19009075385936,-7.16965432022035,7.48468244094427e-12,6.49460422883078e-11,16.0796706777365
"205934_at","PLCL1","phospholipase C like 1 (inactive)",-1.22045360886564,6.50168466329487,-10.9273760427175,3.41909519781427e-23,1.25546695729009e-21,41.8521708727833
"205979_at","SCGB2A1","secretoglobin family 2A member 1",-1.06573008062791,6.79120313180285,-4.65566217283521,5.10993661952841e-06,1.75614925308137e-05,3.0097297207116
"206059_at","ZNF91","zinc finger protein 91",-1.14307873287495,8.98967409186084,-7.35898165435525,2.32804122422619e-12,2.18066907545943e-11,17.2260158415741
"206115_at","EGR3","early growth response 3",-1.22612895651669,8.00473359626982,-5.68591229342224,3.42882197810583e-08,1.70660757080506e-07,7.84399336504861
"206165_s_at","CLCA2","chloride channel accessory 2",-1.44307448742815,6.25202779772164,-4.1897906754878,3.80602296686726e-05,0.000111812533294002,1.09143712674247
"206167_s_at","ARHGAP6","Rho GTPase activating protein 6",-1.15821689411119,7.3546571490049,-7.9694158373811,4.75111982731898e-14,5.71545602989363e-13,21.0526051193794
"206197_at","NME5","NME/NM23 family member 5",-1.2932206385984,6.94150243813688,-9.99149569451045,3.70738704357181e-20,9.81129654439927e-19,34.9345654595335
"206227_at","CILP","cartilage intermediate layer protein",-1.33904159345098,10.5527510689455,-5.30456901894098,2.3847115596738e-07,1.03358142677908e-06,5.96339750474164
"206326_at","GRP","gastrin releasing peptide",-1.90961402836922,7.0821333798461,-11.089598679619,9.93938692185374e-24,3.84869674187219e-22,43.0759142186347
"206346_at","PRLR","prolactin receptor",-1.31352557211285,6.96292512649943,-7.70526660526724,2.61923708108649e-13,2.83073309761621e-12,19.3730212164889
"206378_at","SCGB2A2","secretoglobin family 2A member 2",-3.56803343895844,7.76699202296843,-8.61924298182956,6.20293044039214e-16,9.77363751666975e-15,25.3276514780623
"206401_s_at","MAPT","microtubule associated protein tau",-1.62113115153546,7.24381182296468,-16.2903480480824,8.06831831245255e-42,1.87717150524827e-39,84.4061558206802
"206448_at","ZNF365","zinc finger protein 365",-1.03086963354746,6.32771962411758,-8.81573115173592,1.610932533998e-16,2.72517748441647e-15,26.6577224836661
"206457_s_at","DIO1","iodothyronine deiodinase 1",-1.74939357605272,6.06615574632665,-8.93677852886095,6.96520308368405e-17,1.24208244814229e-15,27.4852439023667
"206509_at","PIP","prolactin induced protein",-1.94869798004394,9.93172727823872,-5.72701335529073,2.76572403668859e-08,1.39846445672754e-07,8.05281658781098
"206799_at","SCGB1D2","secretoglobin family 1D member 2",-1.617057007173,6.86440912739299,-5.72276794055598,2.82795419254151e-08,1.42808160595924e-07,8.03119248350456
"207016_s_at","ALDH1A2","aldehyde dehydrogenase 1 family member A2",-1.04291926467315,6.67190030738789,-9.16476935992061,1.41325919070213e-17,2.7517787126652e-16,29.0600882442432
"207103_at","KCND2","potassium voltage-gated channel subfamily D member 2",-1.38493447572327,6.48707858633021,-11.7305576597558,7.10473772981477e-26,3.45290253668998e-24,47.9720347694071
"207175_at","ADIPOQ","adiponectin, C1Q and collagen domain containing",-1.86547228062727,7.67834476873015,-4.50152832945348,1.01123094220731e-05,3.30143021228786e-05,2.35582764643529
"207302_at","SGCG","sarcoglycan gamma",-1.15632520229666,5.87476437614533,-7.8683314597704,9.16759983275306e-14,1.05371150688629e-12,20.4057110749291
"207392_x_at","UGT2B15","UDP glucuronosyltransferase family 2 member B15",-1.31430729417781,5.89982565465828,-9.23076049559803,8.87348600963204e-18,1.77194246740917e-16,29.51976535564
"207802_at","CRISP3","cysteine rich secretory protein 3",-1.48040551798086,5.50386571143599,-5.31791257867108,2.23201427445553e-07,9.7293614331385e-07,6.02743768263744
"207843_x_at","CYB5A","cytochrome b5 type A",-1.07157193243516,10.4829933778949,-8.84367143328374,1.32817168760949e-16,2.27999331303135e-15,26.8481900356111
"207996_s_at","LDLRAD4","low density lipoprotein receptor class A domain containing 4",-1.03159771732215,9.3701124680258,-7.40995649193693,1.69440019444434e-12,1.61818918133178e-11,17.5380361435951
"208305_at","PGR","progesterone receptor",-1.18930092738244,5.13101208241223,-11.8993166838777,1.90689843524019e-26,9.97700210016816e-25,49.2758805782691
"208682_s_at","MAGED2","MAGE family member D2",-1.00475756851862,10.8170768891581,-7.59490365405637,5.29018969178631e-13,5.4718335489674e-12,18.6818604808963
"208788_at","ELOVL5","ELOVL fatty acid elongase 5",-1.11553148399947,12.0808273014032,-11.5025582611294,4.16218141820861e-25,1.85617674584466e-23,46.2198503686407
"209173_at","AGR2","anterior gradient 2, protein disulphide isomerase family member",-3.1771559921087,8.90602072488391,-11.1351247473366,7.01909032854574e-24,2.76490463770345e-22,43.4205279240175
"209309_at","AZGP1","alpha-2-glycoprotein 1, zinc-binding",-1.13224399803284,10.5645043386709,-3.70608144604138,0.000256234626411176,0.000644209693246472,-0.711721396834103
"209335_at","DCN","decorin",-1.11415006958601,10.9264100804317,-5.23833248549185,3.30592608742251e-07,1.39598014233724e-06,5.64743349432271
"209366_x_at","CYB5A","cytochrome b5 type A",-1.32261233967027,11.0938933596827,-10.6798029388265,2.22412334118634e-22,7.48331961103773e-21,39.9977985678733
"209459_s_at","ABAT","4-aminobutyrate aminotransferase",-2.53962824403438,8.10146232878699,-12.0648304548416,5.22159000877997e-27,2.90427704710117e-25,50.5600531822898
"209460_at","ABAT","4-aminobutyrate aminotransferase",-2.31508937824557,7.91674863161371,-14.1428002596189,3.22126435256815e-34,3.78758340810029e-32,67.0302578754311
"209540_at","IGF1","insulin like growth factor 1",-1.07054997844346,7.79809073174191,-3.94776444186443,0.000101126653745639,0.00027461506871674,0.164677641730592
"209541_at","IGF1","insulin like growth factor 1",-1.3408134574022,8.53185087352519,-4.44245190266073,1.30739863581828e-05,4.18268112424602e-05,2.11019992226657
"209602_s_at","GATA3","GATA binding protein 3",-2.79598675317218,9.24632939462345,-10.7923898829171,9.51010852562516e-23,3.32884240485631e-21,40.8390645316083
"209603_at","GATA3","GATA binding protein 3",-2.67729715301228,9.54190643201104,-10.733009901971,1.48925620174358e-22,5.11464088130214e-21,40.3949389062496
"209604_s_at","GATA3","GATA binding protein 3",-2.23957637133202,10.9055639234816,-9.17786274616792,1.28876720357158e-17,2.5328305843018e-16,29.1511584118086
"209612_s_at","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide",-2.14586050768215,7.64327157712913,-5.37187187289178,1.70581682913353e-07,7.57825100616527e-07,6.28772705041581
"209613_s_at","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide",-1.81700453444359,7.12994745835451,-4.23779666520897,3.11844864686359e-05,9.30632496955772e-05,1.28100917187923
"209696_at","FBP1","fructose-bisphosphatase 1",-1.22601840130632,9.12198839681366,-7.91025099207803,6.9845130792828e-14,8.17026642297362e-13,20.6733596577372
"209740_s_at","PNPLA4","patatin like phospholipase domain containing 4",-1.03455869631802,7.71189737975342,-8.60419578494582,6.87299489276054e-16,1.07519598215074e-14,25.2264814363691
"209821_at","IL33","interleukin 33",-1.71261455736574,6.25105672794229,-7.35645715059894,2.36487556058226e-12,2.21138312424894e-11,17.2106000399986
"209841_s_at","LRRN3","leucine rich repeat neuronal 3",-1.41320290286346,6.54301365488107,-10.5808957543124,4.67820622483726e-22,1.52069515661699e-20,39.2616330313365
"209863_s_at","TP63","tumor protein p63",-1.14754310930916,6.5646837027329,-6.3733212165633,8.15631820116449e-10,5.27169669951582e-09,11.4864981049667
"209869_at","ADRA2A","adrenoceptor alpha 2A",-1.04016977643147,7.94570048823012,-5.12625026321019,5.70532641880102e-07,2.31202728986026e-06,5.1201363188639
"209894_at","LEPR","leptin receptor",-1.2113354395757,7.78694809699217,-5.24926895555781,3.13301762425278e-07,1.3303645433832e-06,5.69938135175759
"209960_at","HGF","hepatocyte growth factor",-1.00959264197995,6.94699825397752,-6.30261417104399,1.21479109848479e-09,7.64399853949312e-09,11.0974816441182
"210096_at","CYP4B1","cytochrome P450 family 4 subfamily B member 1",-2.01775595721046,6.65643972213842,-8.43393699084254,2.1790613600531e-15,3.18360758296258e-14,24.0887302827232
"210108_at","CACNA1D","calcium voltage-gated channel subunit alpha1 D",-1.13981501214801,6.0692449567147,-7.72221748512945,2.34989145851349e-13,2.55784024475861e-12,19.4797382294388
"210272_at","CYP2B7P","cytochrome P450 family 2 subfamily B member 7, pseudogene",-1.84402390068204,7.63155175731254,-8.36877119418144,3.37765652892831e-15,4.81924245091742e-14,23.6567127965722
"210297_s_at","MSMB","microseminoprotein beta",-1.1176242356138,5.65359841814651,-7.36212394924938,2.28298256973957e-12,2.13956242715994e-11,17.2452090361668
"210319_x_at","MSX2","msh homeobox 2",-1.04095432307871,6.3046493812378,-7.79991774117838,1.42636308001694e-13,1.60432835630377e-12,19.9707995646192
"210375_at","PTGER3","prostaglandin E receptor 3",-1.9140700472462,6.57321982403591,-10.257963289022,5.20111361745132e-21,1.51988715678328e-19,36.8776967226429
"210631_at","NF1","neurofibromin 1",-1.04920456203043,5.69167824818629,-18.9369084148557,3.60197889477787e-51,1.85790751011302e-48,105.780172922484
"210735_s_at","CA12","carbonic anhydrase 12",-1.68677364438719,7.30830126945691,-15.1797467460151,7.01378103101793e-38,1.16914170082593e-35,75.4008294817042
"210980_s_at","ASAH1","N-acylsphingosine amidohydrolase 1",-1.16633116709543,10.4723056258704,-13.6623261522066,1.56408488218072e-32,1.53530235068637e-30,63.1767517199342
"211421_s_at","RET","ret proto-oncogene",-1.27967368965343,7.09170167771451,-6.76255929446715,8.6222826228086e-11,6.43436318614875e-10,13.6840453070826
"211657_at","CEACAM6","CEA cell adhesion molecule 6",-2.93775944460037,7.76957954657324,-10.2286317011488,6.46323495285327e-21,1.87071133428932e-19,36.6627133687038
"211712_s_at","ANXA9","annexin A9",-2.01098967032015,6.38109697396009,-11.0642916400891,1.20572279105101e-23,4.65557158197134e-22,42.884571724572
"212099_at","RHOB","ras homolog family member B",-1.08915447569005,8.96921761570498,-7.4279771051333,1.51389954608831e-12,1.45828854267756e-11,17.648679410488
"212195_at","IL6ST","interleukin 6 cytokine family signal transducer",-1.22678482572837,11.917380046844,-9.77213425562494,1.83616253719823e-19,4.4519816727855e-18,33.3522847170217
"212510_at","GPD1L","glycerol-3-phosphate dehydrogenase 1 like",-1.09364819166319,9.90190196516315,-8.12099141766469,1.75704145762098e-14,2.25296064013666e-13,22.0320351093356
"212637_s_at","WWP1","WW domain containing E3 ubiquitin protein ligase 1",-1.65734635508923,8.67340471690648,-12.5995232871188,7.69939869418036e-29,5.10260149823408e-27,54.7418557531966
"212681_at","EPB41L3","erythrocyte membrane protein band 4.1 like 3",-1.10787121954929,8.31779136725779,-6.80131358384884,6.86017278050443e-11,5.18639306933186e-10,13.9079107242305
"212865_s_at","COL14A1","collagen type XIV alpha 1 chain",-1.42351636951346,8.14930432015203,-5.72655860006678,2.77232549712747e-08,1.40154319514974e-07,8.05049968565727
"212956_at","TBC1D9","TBC1 domain family member 9",-2.49932409302179,10.5529241855645,-12.7598780490762,2.15490920594886e-29,1.51439152744542e-27,56.0049584084569
"213172_at","TTC9","tetratricopeptide repeat domain 9",-1.00893596640682,6.8801388390158,-5.62906085258383,4.6072256636418e-08,2.24770289247448e-07,7.55708756209479
"213234_at","FAM234B","family with sequence similarity 234 member B",-1.48690926918638,8.74474069177189,-8.45608771596625,1.87664856946519e-15,2.76789211048042e-14,24.2360180329616
"213447_at","IPW","imprinted in Prader-Willi syndrome",-1.22272880074942,6.92099596424681,-13.0547757308177,2.05273575143229e-30,1.60562699870616e-28,58.3374209120098
"213558_at","PCLO","piccolo presynaptic cytomatrix protein",-1.40445023204522,7.43655017663318,-10.1378492831015,1.26404294077592e-20,3.5423653401806e-19,35.999023365659
"213652_at","PCSK5","proprotein convertase subtilisin/kexin type 5",-1.49963868621085,6.71486257311701,-9.36916604724845,3.3255666721707e-18,6.99328299234358e-17,30.4893017618376
"213764_s_at","MFAP5","microfibril associated protein 5",-1.07938788854178,8.53304082638949,-4.32664762165854,2.14656988824973e-05,6.59346677753111e-05,1.63683693053158
"213913_s_at","TBC1D30","TBC1 domain family member 30",-1.27906749876944,7.87323968140331,-9.43858351764719,2.02740217156221e-18,4.35895453126874e-17,30.9782945818577
"213930_at","ATG12","autophagy related 12",-1.21656255351851,5.9775032671629,-14.9284275813646,5.4404517279494e-37,8.30884631915177e-35,73.3670765731238
"214053_at","ERBB4","erb-b2 receptor tyrosine kinase 4",-2.89130034321965,7.06448722797836,-10.554466211888,5.70389370838442e-22,1.83447287356423e-20,39.0653840684485
"214079_at","DHRS2","dehydrogenase/reductase 2",-2.64173416987561,6.8268424355446,-6.81239832277375,6.42490951006398e-11,4.87282462841931e-10,13.9721072427686
"214109_at","LRBA","LPS responsive beige-like anchor protein",-1.03902135892563,9.6360460528633,-8.19936130146814,1.04612660188581e-14,1.38928763561105e-13,22.5427783787474
"214156_at","MYRIP","myosin VIIA and Rab interacting protein",-1.96357722262499,5.46462628239072,-13.5769966518045,3.11013810680181e-32,2.95733566938068e-30,62.494623470778
"214164_x_at","CA12","carbonic anhydrase 12",-2.37313401431112,10.1948447054155,-11.7143224710186,8.06069595843768e-26,3.87956471415123e-24,47.8469043892965
"214329_x_at","TNFSF10","TNF superfamily member 10",-1.07452080019361,9.99573869863394,-6.64825748009667,1.68363330434128e-10,1.20267377730415e-09,13.0290503576883
"214440_at","NAT1","N-acetyltransferase 1",-1.98765785016439,9.08940832563942,-8.63979624138964,5.39111886252578e-16,8.55615163450209e-15,25.4660015058342
"214451_at","TFAP2B","transcription factor AP-2 beta",-1.96536530439451,7.3617515569794,-6.81390429243224,6.36791096351722e-11,4.83227664025405e-10,13.980834618681
"214519_s_at","RLN2","relaxin 2",-1.35462381404787,5.76339119115281,-10.9306728753164,3.33453436806007e-23,1.22688873871928e-21,41.8769741112549
"214761_at","ZNF423","zinc finger protein 423",-1.07740702106311,8.50531563348322,-7.52916188110853,8.01776489174084e-13,8.05533435236917e-12,18.273183142386
"214774_x_at","TOX3","TOX high mobility group box family member 3",-2.48958451847607,7.68601546022934,-8.86317018091559,1.16057872403756e-16,2.01060335034074e-15,26.9813056537
"215108_x_at","TOX3","TOX high mobility group box family member 3",-1.72946592589833,7.3804909793106,-6.88174161868871,4.2567938485203e-11,3.31391359134478e-10,14.3753616736798
"215271_at","TNN","tenascin N",-1.10497398182981,7.6922664049167,-6.42343394067871,6.13862359507082e-10,4.02384899964629e-09,11.7641343452708
"215299_x_at","SULT1A1","sulfotransferase family 1A member 1",-1.12084362124794,9.13283257975241,-11.7646050736105,5.45128796153731e-26,2.694838782071e-24,48.2346259948512
"215726_s_at","CYB5A","cytochrome b5 type A",-1.20940309282833,11.2301176655526,-8.71609647724059,3.19782710538867e-16,5.20980920700612e-15,25.9812040495395
"215867_x_at","CA12","carbonic anhydrase 12",-1.92900221951772,9.84307800972782,-9.15435419900981,1.52074811554181e-17,2.94742655856959e-16,28.9876942567639
"216248_s_at","NR4A2","nuclear receptor subfamily 4 group A member 2",-1.07743648660159,7.94525549272232,-5.89874858515062,1.11317520284973e-08,5.99870433824258e-08,8.93795037159907
"216604_s_at","SLC7A8","solute carrier family 7 member 8",-1.49454354345113,8.31056492936852,-10.857086698762,5.82780813566943e-23,2.088043314664e-21,41.3240321347599
"216623_x_at","TOX3","TOX high mobility group box family member 3",-1.89366209383077,7.63594724313487,-6.18221775200338,2.37680018675667e-09,1.43244654112567e-08,10.4424847090381
"217528_at","CLCA2","chloride channel accessory 2",-1.39391176104129,5.94969512574345,-4.41560010861893,1.46802675451107e-05,4.64734889716246e-05,1.99947892010115
"218195_at","ARMT1","acidic residue methyltransferase 1",-1.51523109630217,9.93394562033797,-11.1092081682962,8.55680784567895e-24,3.3345935065039e-22,43.2242875022318
"218204_s_at","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1",-1.24154747215035,9.36194573333118,-13.8173488975381,4.47871400852289e-33,4.70007079493261e-31,64.4178293503191
"218211_s_at","MLPH","melanophilin",-2.45039301109878,9.90791759475201,-11.7333357738913,6.95287389481179e-26,3.3881317308274e-24,47.9934521219807
"218309_at","CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1",-1.08882213480128,9.77212936657535,-6.9507848124475,2.81766232813558e-11,2.24964497358079e-10,14.7796889666223
"218313_s_at","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7",-1.20395635490951,9.57250423467688,-8.35365169352961,3.73819301136404e-15,5.30458611202515e-14,23.556755314678
"218332_at","BEX1","brain expressed X-linked 1",-1.55961485395954,6.95389184519515,-8.06342445642095,2.56691338611624e-14,3.21084395758192e-13,21.6587418263765
"218532_s_at","RETREG1","reticulophagy regulator 1",-1.32229004792043,8.85245420653003,-8.11878583137745,1.78279707733776e-14,2.28491397570188e-13,22.0177035651913
"218541_s_at","TCIM","transcriptional and immune response regulator",-1.92683322789209,7.0955196661544,-8.74258022183058,2.66610479492391e-16,4.39264473459287e-15,26.1606162401541
"218692_at","SYBU","syntabulin",-1.65894341469478,8.12741695687826,-7.9200246137041,6.55455466357195e-14,7.70357429558892e-13,20.7358885783029
"218730_s_at","OGN","osteoglycin",-1.38491591123245,5.97188940320766,-6.02471798307548,5.64068011783792e-09,3.18895859210824e-08,9.59993889190568
"218806_s_at","VAV3","vav guanine nucleotide exchange factor 3",-1.63420722478859,8.4133125557591,-9.32974051999592,4.40141773144531e-18,9.13620024551149e-17,30.212382742591
"218807_at","VAV3","vav guanine nucleotide exchange factor 3",-1.72382098697998,10.8201270569435,-9.82461469322238,1.2540043711271e-19,3.12074141972571e-18,33.7293589497046
"218960_at","TMPRSS4","transmembrane serine protease 4",-1.09136859302849,7.35693344613146,-14.1614895790768,2.768667743111e-34,3.2694796728854e-32,67.1805395520684
"218966_at","MYO5C","myosin VC",-1.18369757534598,10.358165831569,-9.57138599602033,7.82844767291073e-19,1.77307529625681e-17,31.9187286703598
"218976_at","DNAJC12","DnaJ heat shock protein family (Hsp40) member C12",-2.52060638146192,8.71538653686197,-9.89854633125468,7.3168401641577e-20,1.86851114420982e-18,34.2621445879455
"219087_at","ASPN","asporin",-1.01174259291575,11.0627346729121,-4.47970405167572,1.11223389031534e-05,3.60278381142195e-05,2.26476212237979
"219115_s_at","IL20RA","interleukin 20 receptor subunit alpha",-1.42000032111151,6.37047433991376,-8.25592438124639,7.1826773814882e-15,9.78601758865854e-14,22.9132128327234
"219197_s_at","SCUBE2","signal peptide, CUB domain and EGF like domain containing 2",-2.51907829754229,8.26426676543799,-9.37039249219267,3.29666657383365e-18,6.93517679585821e-17,30.4979255098784
"219300_s_at","CNTNAP2","contactin associated protein 2",-1.32181164694928,6.40980825109704,-12.2030144286582,1.76405331866905e-27,1.02496934323306e-25,51.6360764225932
"219301_s_at","CNTNAP2","contactin associated protein 2",-1.86002806587944,6.84446122247834,-13.674880671004,1.41355657006586e-32,1.40011241790491e-30,63.2771745250783
"219398_at","CIDEC","cell death inducing DFFA like effector c",-1.02292635333737,8.19111569720127,-5.63011093391277,4.58224545942228e-08,2.23631411670011e-07,7.56236638561003
"219414_at","CLSTN2","calsyntenin 2",-1.3598006066122,6.91695281355229,-9.07023821757369,2.74477590145276e-17,5.13413008593669e-16,28.4045878969828
"219438_at","NKAIN1","sodium/potassium transporting ATPase interacting 1",-1.08765351218448,7.21652211874862,-9.96509282025322,4.49841776705353e-20,1.17905556765893e-18,34.743270292361
"219543_at","PBLD","phenazine biosynthesis like protein domain containing",-1.0350192256892,7.21088877399714,-8.65448399805509,4.87638653073177e-16,7.76628119917738e-15,25.5649818545923
"219570_at","KIF16B","kinesin family member 16B",-1.04807135843786,8.09595873265066,-10.1570557095634,1.09703708772983e-20,3.09496918326257e-19,36.1392222334745
"219572_at","CADPS2","calcium dependent secretion activator 2",-1.17790131237727,9.4312123353398,-9.1884615769683,1.19601388364192e-17,2.35307877251248e-16,29.2249269414023
"219580_s_at","TMC5","transmembrane channel like 5",-1.72600111035162,6.67177264211828,-8.00773440615124,3.69852160001372e-14,4.52082871631455e-13,21.2991485877267
"219734_at","SIDT1","SID1 transmembrane family member 1",-2.30432655385039,7.04341689139965,-11.5289138736241,3.39478299346464e-25,1.52491689489103e-23,46.4218237696136
