"ID","GB_ACC","SPOT_ID","Species Scientific Name","Annotation Date","Sequence Type","Sequence Source","Target Description","Representative Public ID","Gene Title","Gene Symbol","ENTREZ_GENE_ID","RefSeq Transcript ID","Gene Ontology Biological Process","Gene Ontology Cellular Component","Gene Ontology Molecular Function","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"222895_s_at","AA918317","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AA918317 /DB_XREF=gi:3058207 /DB_XREF=ol42c06.s1 /CLONE=IMAGE:1526122 /FEA=FLmRNA /CNT=37 /TID=Hs.57987.0 /TIER=Stack /STK=10 /UG=Hs.57987 /LL=64919 /UG_GENE=BCL11B /UG_TITLE=B-cell CLLlymphoma 11B (zinc finger protein) /FL=gb:NM_022898.1","AA918317","B-cell CLL/lymphoma 11B (zinc finger protein)","BCL11B","64919","NM_001282237 /// NM_001282238 /// NM_022898 /// NM_138576","0003334 // keratinocyte development // inferred from electronic annotation /// 0003382 // epithelial cell morphogenesis // inferred from electronic annotation /// 0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0007409 // axonogenesis // inferred from electronic annotation /// 0008285 // negative regulation of cell proliferation // inferred from electronic annotation /// 0009791 // post-embryonic development // inferred from electronic annotation /// 0010468 // regulation of gene expression // inferred from electronic annotation /// 0010837 // regulation of keratinocyte proliferation // inferred from electronic annotation /// 0019216 // regulation of lipid metabolic process // inferred from electronic annotation /// 0021773 // striatal medium spiny neuron differentiation // inferred from electronic annotation /// 0021953 // central nervous system neuron differentiation // inferred from electronic annotation /// 0031077 // post-embryonic camera-type eye development // inferred from electronic annotation /// 0033077 // T cell differentiation in thymus // inferred from electronic annotation /// 0033153 // T cell receptor V(D)J recombination // inferred from electronic annotation /// 0042475 // odontogenesis of dentin-containing tooth // inferred from electronic annotation /// 0043066 // negative regulation of apoptotic process // inferred from electronic annotation /// 0043368 // positive T cell selection // inferred from electronic annotation /// 0043588 // skin development // inferred from electronic annotation /// 0045664 // regulation of neuron differentiation // inferred from electronic annotation /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0046632 // alpha-beta T cell differentiation // inferred from electronic annotation /// 0048538 // thymus development // inferred from electronic annotation /// 0071678 // olfactory bulb axon guidance // inferred from electronic annotation","0005622 // intracellular // inferred from electronic annotation /// 0005634 // nucleus // inferred from electronic annotation","0000978 // RNA polymerase II core promoter proximal region sequence-specific DNA binding // inferred from electronic annotation /// 0001077 // RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation",-1.14134262493865,5.90268188294456,-3.7192077052882,0.000456029560563534,0.0307440397334294,-0.116250168575978
"223700_at","AY028916","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:AY028916.1 /DB_XREF=gi:13488608 /GEN=GAJ /FEA=FLmRNA /CNT=16 /TID=Hs.294088.0 /TIER=FL /STK=0 /UG=Hs.294088 /DEF=Homo sapiens GAJ (GAJ) mRNA, complete cds. /PROD=GAJ /FL=gb:AY028916.1","AY028916","meiotic nuclear divisions 1 homolog (S. cerevisiae)","MND1","84057","NM_001253861 /// NM_032117 /// NR_045605 /// XM_005263274 /// XM_005263275 /// XM_006714340","0006310 // DNA recombination // inferred from electronic annotation /// 0007126 // meiotic nuclear division // inferred from electronic annotation /// 0045892 // negative regulation of transcription, DNA-templated // inferred from electronic annotation","0005634 // nucleus // inferred from electronic annotation","0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation",-1.17645053136316,4.19691787954457,-3.47195520723398,0.000988703408122428,0.0394743217816601,-0.80059737477532
"224428_s_at","AY029179","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:AY029179.1 /DB_XREF=gi:13641303 /GEN=JP1 /FEA=FLmRNA /CNT=1 /TID=HsAffx.900675.874 /TIER=FL /STK=0 /DEF=Homo sapiens c-Myc target JP1 (JP1) mRNA, complete cds. /PROD=c-Myc target JP1 /FL=gb:AY029179.1","AY029179","cell division cycle associated 7","CDCA7","83879","NM_031942 /// NM_145810","0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006915 // apoptotic process // inferred from electronic annotation /// 0042127 // regulation of cell proliferation // inferred from direct assay /// 0051301 // cell division // inferred from electronic annotation","0005634 // nucleus // inferred from direct assay /// 0005730 // nucleolus // inferred from direct assay /// 0005737 // cytoplasm // inferred from direct assay","",-1.54386472220108,6.52943914970482,-3.51700249828754,0.000860476520396565,0.0379466949970898,-0.678061481542382
"224999_at","BE878463","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BE878463 /DB_XREF=gi:10327239 /DB_XREF=601487873F1 /CLONE=IMAGE:3890202 /FEA=mRNA /CNT=168 /TID=Hs.279898.0 /TIER=Stack /STK=12 /UG=Hs.279898 /UG_TITLE=Homo sapiens cDNA: FLJ23165 fis, clone LNG09846","BE878463","epidermal growth factor receptor","EGFR","1956","NM_005228 /// NM_201282 /// NM_201283 /// NM_201284","0000165 // MAPK cascade // non-traceable author statement /// 0000186 // activation of MAPKK activity // inferred from electronic annotation /// 0000902 // cell morphogenesis // inferred from electronic annotation /// 0001503 // ossification // non-traceable author statement /// 0001889 // liver development // inferred from electronic annotation /// 0001892 // embryonic placenta development // inferred from electronic annotation /// 0001934 // positive regulation of protein phosphorylation // inferred from direct assay /// 0001942 // hair follicle development // inferred from electronic annotation /// 0005976 // polysaccharide metabolic process // inferred from electronic annotation /// 0006412 // translation // inferred from electronic annotation /// 0006468 // protein phosphorylation // inferred from electronic annotation /// 0006950 // response to stress // non-traceable author statement /// 0006970 // response to osmotic stress // inferred from electronic annotation /// 0006979 // response to oxidative stress // inferred from electronic annotation /// 0007165 // signal transduction // inferred from direct assay /// 0007165 // signal transduction // traceable author statement /// 0007166 // cell surface receptor signaling pathway // inferred from direct assay /// 0007169 // transmembrane receptor protein tyrosine kinase signaling pathway // inferred from electronic annotation /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from direct assay /// 0007173 // epidermal growth factor receptor signaling pathway // traceable author statement /// 0007202 // activation of phospholipase C activity // traceable author statement /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007411 // axon guidance // traceable author statement /// 0007435 // salivary gland morphogenesis // inferred from electronic annotation /// 0007611 // learning or memory // inferred from sequence or structural similarity /// 0007623 // circadian rhythm // inferred from electronic annotation /// 0008283 // cell proliferation // inferred from direct assay /// 0008284 // positive regulation of cell proliferation // inferred from direct assay /// 0008543 // fibroblast growth factor receptor signaling pathway // traceable author statement /// 0008544 // epidermis development // inferred from electronic annotation /// 0010960 // magnesium ion homeostasis // inferred from electronic annotation /// 0014070 // response to organic cyclic compound // inferred from electronic annotation /// 0016101 // diterpenoid metabolic process // inferred from electronic annotation /// 0016310 // phosphorylation // inferred from electronic annotation /// 0016337 // single organismal cell-cell adhesion // inferred from mutant phenotype /// 0018108 // peptidyl-tyrosine phosphorylation // inferred from direct assay /// 0018108 // peptidyl-tyrosine phosphorylation // inferred from electronic annotation /// 0018108 // peptidyl-tyrosine phosphorylation // inferred from mutant phenotype /// 0018108 // peptidyl-tyrosine phosphorylation // traceable author statement /// 0019694 // alkanesulfonate metabolic process // inferred from electronic annotation /// 0021795 // cerebral cortex cell migration // inferred from electronic annotation /// 0023014 // signal transduction by phosphorylation // inferred from electronic annotation /// 0030324 // lung development // inferred from electronic annotation /// 0030335 // positive regulation of cell migration // inferred from mutant phenotype /// 0031659 // positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle // inferred from direct assay /// 0032355 // response to estradiol // inferred from electronic annotation /// 0032930 // positive regulation of superoxide anion generation // inferred from electronic annotation /// 0033590 // response to cobalamin // inferred from electronic annotation /// 0033594 // response to hydroxyisoflavone // inferred from electronic annotation /// 0033993 // response to lipid // inferred from electronic annotation /// 0035413 // positive regulation of catenin import into nucleus // inferred from mutant phenotype /// 0035690 // cellular response to drug // inferred from electronic annotation /// 0038095 // Fc-epsilon receptor signaling pathway // traceable author statement /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // traceable author statement /// 0042127 // regulation of cell proliferation // inferred from electronic annotation /// 0042177 // negative regulation of protein catabolic process // inferred from direct assay /// 0042327 // positive regulation of phosphorylation // inferred from direct assay /// 0042698 // ovulation cycle // inferred from electronic annotation /// 0042743 // hydrogen peroxide metabolic process // inferred from electronic annotation /// 0043006 // activation of phospholipase A2 activity by calcium-mediated signaling // traceable author statement /// 0043066 // negative regulation of apoptotic process // inferred from mutant phenotype /// 0043406 // positive regulation of MAP kinase activity // inferred from direct assay /// 0043586 // tongue development // inferred from electronic annotation /// 0045087 // innate immune response // traceable author statement /// 0045429 // positive regulation of nitric oxide biosynthetic process // inferred from direct assay /// 0045739 // positive regulation of DNA repair // inferred from direct assay /// 0045740 // positive regulation of DNA replication // inferred from direct assay /// 0045907 // positive regulation of vasoconstriction // inferred from electronic annotation /// 0045909 // positive regulation of vasodilation // inferred from electronic annotation /// 0045930 // negative regulation of mitotic cell cycle // inferred from electronic annotation /// 0045944 // positive regulation of transcription from RNA polymerase II promoter // inferred from direct assay /// 0046777 // protein autophosphorylation // inferred from mutant phenotype /// 0048011 // neurotrophin TRK receptor signaling pathway // traceable author statement /// 0048015 // phosphatidylinositol-mediated signaling // traceable author statement /// 0048143 // astrocyte activation // inferred from electronic annotation /// 0048146 // positive regulation of fibroblast proliferation // inferred from electronic annotation /// 0048546 // digestive tract morphogenesis // inferred from electronic annotation /// 0048661 // positive regulation of smooth muscle cell proliferation // inferred from electronic annotation /// 0048812 // neuron projection morphogenesis // inferred from electronic annotation /// 0050679 // positive regulation of epithelial cell proliferation // inferred from direct assay /// 0050729 // positive regulation of inflammatory response // inferred from electronic annotation /// 0050730 // regulation of peptidyl-tyrosine phosphorylation // inferred from mutant phenotype /// 0050999 // regulation of nitric-oxide synthase activity // inferred from direct assay /// 0051205 // protein insertion into membrane // traceable author statement /// 0051592 // response to calcium ion // inferred from electronic annotation /// 0051897 // positive regulation of protein kinase B signaling // inferred from mutant phenotype /// 0051968 // positive regulation of synaptic transmission, glutamatergic // inferred from electronic annotation /// 0060571 // morphogenesis of an epithelial fold // inferred from electronic annotation /// 0070141 // response to UV-A // inferred from direct assay /// 0070374 // positive regulation of ERK1 and ERK2 cascade // inferred from direct assay /// 0071260 // cellular response to mechanical stimulus // inferred from electronic annotation /// 0071363 // cellular response to growth factor stimulus // inferred from electronic annotation /// 0071364 // cellular response to epidermal growth factor stimulus // inferred from sequence or structural similarity /// 0071392 // cellular response to estradiol stimulus // inferred from direct assay /// 0071549 // cellular response to dexamethasone stimulus // inferred from electronic annotation","0000139 // Golgi membrane // inferred from electronic annotation /// 0005576 // extracellular region // inferred from electronic annotation /// 0005615 // extracellular space // non-traceable author statement /// 0005622 // intracellular // inferred from electronic annotation /// 0005634 // nucleus // inferred from direct assay /// 0005737 // cytoplasm // inferred from direct assay /// 0005768 // endosome // inferred from direct assay /// 0005783 // endoplasmic reticulum // inferred from electronic annotation /// 0005789 // endoplasmic reticulum membrane // inferred from electronic annotation /// 0005794 // Golgi apparatus // inferred from electronic annotation /// 0005886 // plasma membrane // inferred from direct assay /// 0005886 // plasma membrane // traceable author statement /// 0009986 // cell surface // inferred from electronic annotation /// 0010008 // endosome membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from direct assay /// 0016021 // integral component of membrane // inferred from electronic annotation /// 0016323 // basolateral plasma membrane // inferred from direct assay /// 0016324 // apical plasma membrane // inferred from electronic annotation /// 0030122 // AP-2 adaptor complex // traceable author statement /// 0030139 // endocytic vesicle // inferred from electronic annotation /// 0031965 // nuclear membrane // inferred from electronic annotation /// 0043235 // receptor complex // inferred from direct assay /// 0045121 // membrane raft // inferred from direct assay /// 0048471 // perinuclear region of cytoplasm // inferred from electronic annotation /// 0070435 // Shc-EGFR complex // inferred from sequence or structural similarity","0000166 // nucleotide binding // inferred from electronic annotation /// 0001948 // glycoprotein binding // inferred from electronic annotation /// 0003682 // chromatin binding // inferred from direct assay /// 0003690 // double-stranded DNA binding // non-traceable author statement /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004709 // MAP kinase kinase kinase activity // non-traceable author statement /// 0004713 // protein tyrosine kinase activity // inferred from direct assay /// 0004713 // protein tyrosine kinase activity // inferred from mutant phenotype /// 0004713 // protein tyrosine kinase activity // traceable author statement /// 0004714 // transmembrane receptor protein tyrosine kinase activity // traceable author statement /// 0004716 // receptor signaling protein tyrosine kinase activity // inferred from electronic annotation /// 0004871 // signal transducer activity // inferred from electronic annotation /// 0004888 // transmembrane signaling receptor activity // inferred from direct assay /// 0005006 // epidermal growth factor-activated receptor activity // inferred from direct assay /// 0005006 // epidermal growth factor-activated receptor activity // non-traceable author statement /// 0005102 // receptor binding // inferred from electronic annotation /// 0005178 // integrin binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016772 // transferase activity, transferring phosphorus-containing groups // inferred from electronic annotation /// 0019899 // enzyme binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from electronic annotation /// 0019903 // protein phosphatase binding // inferred from physical interaction /// 0030235 // nitric-oxide synthase regulator activity // inferred from direct assay /// 0042802 // identical protein binding // inferred from physical interaction /// 0046982 // protein heterodimerization activity // inferred from direct assay /// 0048408 // epidermal growth factor binding // inferred from electronic annotation /// 0051015 // actin filament binding // inferred from direct assay",-1.08365003763148,5.91843816187842,-3.57919869975162,0.000709209122353313,0.0353557498122289,-0.507276323215668
"225619_at","AV730849","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AV730849 /DB_XREF=gi:10840270 /DB_XREF=AV730849 /CLONE=HTFAHH11 /FEA=EST /CNT=70 /TID=Hs.173438.2 /TIER=Stack /STK=9 /UG=Hs.173438 /LL=55179 /UG_GENE=FLJ10582 /UG_TITLE=hypothetical protein FLJ10582","AV730849","SLAIN motif family, member 1","SLAIN1","122060","NM_001040153 /// NM_001242868 /// NM_001242869 /// NM_001242870 /// NM_001242871 /// NM_144595 /// XM_006719765","","","",-1.05552414625402,3.52957057283061,-3.60989262483742,0.000644250836825405,0.0345337397092441,-0.422321588093751
"226218_at","BE217880","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BE217880 /DB_XREF=gi:8905198 /DB_XREF=hv31a11.x1 /CLONE=IMAGE:3175004 /FEA=EST /CNT=52 /TID=Hs.237868.1 /TIER=Stack /STK=24 /UG=Hs.237868 /LL=3575 /UG_GENE=IL7R /UG_TITLE=interleukin 7 receptor","BE217880","interleukin 7 receptor","IL7R","3575","NM_002185 /// NR_120485 /// XM_005248299 /// XM_005248300","0000018 // regulation of DNA recombination // traceable author statement /// 0000902 // cell morphogenesis // inferred from electronic annotation /// 0001915 // negative regulation of T cell mediated cytotoxicity // inferred from electronic annotation /// 0002377 // immunoglobulin production // inferred from electronic annotation /// 0006955 // immune response // traceable author statement /// 0007165 // signal transduction // traceable author statement /// 0007166 // cell surface receptor signaling pathway // traceable author statement /// 0008361 // regulation of cell size // inferred from electronic annotation /// 0010628 // positive regulation of gene expression // inferred from electronic annotation /// 0016049 // cell growth // inferred from electronic annotation /// 0019221 // cytokine-mediated signaling pathway // inferred from electronic annotation /// 0030217 // T cell differentiation // inferred from electronic annotation /// 0033089 // positive regulation of T cell differentiation in thymus // inferred from electronic annotation /// 0038111 // interleukin-7-mediated signaling pathway // traceable author statement /// 0042100 // B cell proliferation // inferred from electronic annotation /// 0048535 // lymph node development // inferred from electronic annotation /// 0048872 // homeostasis of number of cells // inferred from electronic annotation","0005576 // extracellular region // inferred from electronic annotation /// 0005886 // plasma membrane // traceable author statement /// 0009897 // external side of plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation","0003823 // antigen binding // traceable author statement /// 0004896 // cytokine receptor activity // inferred from electronic annotation /// 0004917 // interleukin-7 receptor activity // traceable author statement /// 0005515 // protein binding // inferred from physical interaction",-1.15295226557792,7.14069962795295,-3.34414694158791,0.00145860882226138,0.0449256237196348,-1.14278563047033
"227226_at","AA418816","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AA418816 /DB_XREF=gi:2080617 /DB_XREF=zw01a04.s1 /CLONE=IMAGE:767982 /FEA=EST /CNT=34 /TID=Hs.20953.0 /TIER=Stack /STK=24 /UG=Hs.20953 /UG_TITLE=ESTs","AA418816","melanocortin 2 receptor accessory protein 2","MRAP2","112609","NM_138409 /// XM_005248644 /// XM_005248645 /// XM_005248646","0006112 // energy reserve metabolic process // inferred from sequence or structural similarity /// 0007631 // feeding behavior // inferred from sequence or structural similarity /// 0030819 // positive regulation of cAMP biosynthetic process // inferred from direct assay /// 0034394 // protein localization to cell surface // inferred from direct assay /// 0097009 // energy homeostasis // inferred from sequence or structural similarity","0005783 // endoplasmic reticulum // inferred from direct assay /// 0005789 // endoplasmic reticulum membrane // inferred from electronic annotation /// 0005886 // plasma membrane // inferred from direct assay /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation","0031780 // corticotropin hormone receptor binding // inferred from physical interaction /// 0031781 // type 3 melanocortin receptor binding // inferred from physical interaction /// 0031782 // type 4 melanocortin receptor binding // inferred from physical interaction /// 0031783 // type 5 melanocortin receptor binding // inferred from physical interaction /// 0070996 // type 1 melanocortin receptor binding // inferred from physical interaction",-1.07945925448686,4.4801639401294,-3.25458688866544,0.00190633315816249,0.0496978480106992,-1.37758441907807
"227238_at","W93847","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:W93847 /DB_XREF=gi:1422970 /DB_XREF=zd97a07.s1 /CLONE=IMAGE:357396 /FEA=mRNA /CNT=89 /TID=Hs.24139.0 /TIER=Stack /STK=21 /UG=Hs.24139 /UG_TITLE=Homo sapiens cDNA: FLJ23137 fis, clone LNG08842","W93847","mucin 15, cell surface associated","MUC15","143662","NM_001135091 /// NM_001135092 /// NM_145650 /// XM_005252800 /// XM_006718148","0016266 // O-glycan processing // traceable author statement /// 0043687 // post-translational protein modification // traceable author statement /// 0044267 // cellular protein metabolic process // traceable author statement","0005576 // extracellular region // inferred from electronic annotation /// 0005796 // Golgi lumen // traceable author statement /// 0005886 // plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation","",-1.75182423600891,4.55118840803197,-3.81275184953367,0.000337907054934096,0.0273107962706951,0.149874598158717
"227241_at","R79759","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:R79759 /DB_XREF=gi:856040 /DB_XREF=yi89e12.s1 /CLONE=IMAGE:146446 /FEA=mRNA /CNT=89 /TID=Hs.24139.0 /TIER=Stack /STK=9 /UG=Hs.24139 /UG_TITLE=Homo sapiens cDNA: FLJ23137 fis, clone LNG08842","R79759","mucin 15, cell surface associated","MUC15","143662","NM_001135091 /// NM_001135092 /// NM_145650 /// XM_005252800 /// XM_006718148","0016266 // O-glycan processing // traceable author statement /// 0043687 // post-translational protein modification // traceable author statement /// 0044267 // cellular protein metabolic process // traceable author statement","0005576 // extracellular region // inferred from electronic annotation /// 0005796 // Golgi lumen // traceable author statement /// 0005886 // plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation","",-1.59243820161813,3.60888090219897,-3.3891701837131,0.00127303750623355,0.0427276400572863,-1.02318069181198
"229128_s_at","AI697657","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AI697657 /DB_XREF=gi:4985568 /DB_XREF=we16a07.x1 /CLONE=IMAGE:2341236 /FEA=EST /CNT=18 /TID=Hs.71331.1 /TIER=Stack /STK=14 /UG=Hs.71331 /LL=81611 /UG_GENE=MGC5350 /UG_TITLE=hypothetical protein MGC5350","AI697657","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E","ANP32E","81611","NM_001136478 /// NM_001136479 /// NM_001280559 /// NM_001280560 /// NM_030920 /// XM_005245513 /// XM_005245514 /// XR_426799 /// XR_426800","0043086 // negative regulation of catalytic activity // inferred from electronic annotation /// 0043086 // negative regulation of catalytic activity // inferred from sequence or structural similarity /// 0043486 // histone exchange // inferred from direct assay","0000812 // Swr1 complex // inferred from direct assay /// 0005634 // nucleus // inferred from direct assay /// 0005634 // nucleus // inferred from sequence or structural similarity /// 0016023 // cytoplasmic membrane-bounded vesicle // inferred from sequence or structural similarity","0019212 // phosphatase inhibitor activity // inferred from sequence or structural similarity /// 0042393 // histone binding // inferred from direct assay",-1.10067932029175,6.60538152672009,-3.46594386079814,0.00100712887880853,0.0396411629427812,-0.816874400506884
"230060_at","AI277642","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AI277642 /DB_XREF=gi:3899910 /DB_XREF=qm61c12.x1 /CLONE=IMAGE:1893238 /FEA=EST /CNT=16 /TID=Hs.166975.6 /TIER=Stack /STK=10 /UG=Hs.166975 /LL=6430 /UG_GENE=SFRS5 /UG_TITLE=splicing factor, arginineserine-rich 5","AI277642","cell division cycle associated 7","CDCA7","83879","NM_031942 /// NM_145810","0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-templated // inferred from electronic annotation /// 0006915 // apoptotic process // inferred from electronic annotation /// 0042127 // regulation of cell proliferation // inferred from direct assay /// 0051301 // cell division // inferred from electronic annotation","0005634 // nucleus // inferred from direct assay /// 0005730 // nucleolus // inferred from direct assay /// 0005737 // cytoplasm // inferred from direct assay","",-1.00312616807707,4.00350243720699,-3.25601441548584,0.00189827631568636,0.0496119778012197,-1.37387498092457
"230291_s_at","T90642","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:T90642 /DB_XREF=gi:719155 /DB_XREF=yd41d05.s1 /CLONE=IMAGE:110793 /FEA=EST /CNT=12 /TID=Hs.326416.1 /TIER=Stack /STK=10 /UG=Hs.326416 /UG_TITLE=Homo sapiens mRNA; cDNA DKFZp564H1916 (from clone DKFZp564H1916)","T90642","","","","","","","",-1.27033396151872,5.17144726941843,-4.51753616385788,3.16917709032553e-05,0.0143115392142276,2.26403412961754
"230518_at","BF437750","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BF437750 /DB_XREF=gi:11450220 /DB_XREF=7p75h06.x1 /CLONE=IMAGE:3651707 /FEA=EST /CNT=9 /TID=Hs.168953.0 /TIER=Stack /STK=8 /UG=Hs.168953 /UG_TITLE=ESTs, Highly similar to epithelial V-like antigen precursor (H.sapiens)","BF437750","myelin protein zero-like 2","MPZL2","10205","NM_005797 /// NM_144765","0007155 // cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // traceable author statement /// 0009653 // anatomical structure morphogenesis // traceable author statement /// 0016337 // single organismal cell-cell adhesion // inferred from electronic annotation /// 0033077 // T cell differentiation in thymus // inferred from electronic annotation","0005856 // cytoskeleton // traceable author statement /// 0005886 // plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0016021 // integral component of membrane // inferred from electronic annotation","0005515 // protein binding // inferred from physical interaction",-1.07662397943588,5.95397291927184,-3.47050889147402,0.000993107051690874,0.0395035490678387,-0.804515207745484
"230791_at","AU146924","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AU146924 /DB_XREF=gi:11008445 /DB_XREF=AU146924 /CLONE=HEMBB1001899 /FEA=mRNA /CNT=13 /TID=Hs.188691.0 /TIER=Stack /STK=9 /UG=Hs.188691 /UG_TITLE=Homo sapiens cDNA FLJ12033 fis, clone HEMBB1001899","AU146924","","","","","","","",-1.38359814536701,6.78146926926026,-3.49363986902165,0.000924863502296549,0.038630184864831,-0.741734621006695
"231969_at","AB037813","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AB037813.1 /DB_XREF=gi:7243164 /GEN=KIAA1392 /FEA=mRNA /CNT=15 /TID=Hs.159200.0 /TIER=ConsEnd /STK=3 /UG=Hs.159200 /LL=56977 /DEF=Homo sapiens mRNA for KIAA1392 protein, partial cds. /PROD=KIAA1392 protein","AB037813","storkhead box 2","STOX2","56977","NM_020225 /// XM_005263142","0001893 // maternal placenta development // inferred from expression pattern /// 0009790 // embryo development // inferred from expression pattern","","",-1.15728979467651,4.77084020179717,-3.54312226064556,0.000793544994132126,0.0365918219554308,-0.606563068893382
